Gene_ID,R_stat,R_padj,M_stat,M_padj,I_stat,I_padj,Category
Medtr3g020280,46.1733,0,0.8122,0.6121,0.002,NA,R only
Medtr3g020340,101.8313,0,0.5012,0.7094,1.2385,0.9308,R only
Medtr3g020920,75.0467,0,0.4748,0.7186,0.0097,NA,R only
Medtr3g020930,138.3774,0,0.0654,0.9117,0.0187,0.9996,R only
Medtr3g020950,34.6138,0,0.1755,0.8454,0.003,NA,R only
Medtr3g020980,93.2167,0,0,1,0.0301,0.9996,R only
Medtr3g021040,124.1592,0,1.1172,0.5332,0.6607,NA,R only
Medtr3g021050,110.8111,0,0.3009,0.7875,0.0031,NA,R only
Medtr3g021090,31.3628,0,0.042,0.9294,0.8675,NA,R only
Medtr3g021460,66.9629,0,1.0466,0.551,2.5672,NA,R only
Medtr3g022210,8.4718,0.0359,2.0482,0.3542,0.2802,0.9955,R only
Medtr3g022930,8.0955,0.0422,0.0059,0.9753,0.9855,0.9525,R only
Medtr3g023830,14.9206,0.0018,0.8419,0.604,1.114,0.9426,R only
Medtr3g025295,27.8987,0,0.025,0.9464,0,NA,R only
Medtr3g025420,94.881,0,0.0151,0.9591,0.0002,NA,R only
Medtr3g026070,66.4441,0,1.6454,0.4216,1.5038,NA,R only
Medtr3g027175,20.389,0.0001,1.2627,NA,0.0868,NA,R only
Medtr3g027180,179.2237,0,0.0228,0.949,0.0003,0.9997,R only
Medtr3g028380,58.9998,0,0.1934,0.8361,0.4456,NA,R only
Medtr3g028440,52.8483,0,0.7013,0.6451,0.9485,NA,R only
Medtr3g028720,7.8714,0.0463,0.6129,0.6725,0.0259,0.9996,R only
Medtr3g030060,39.224,0,0.2259,0.8216,0.0216,NA,R only
Medtr3g030420,125.4669,0,0.0512,0.9222,0.0061,0.9996,R only
Medtr3g031320,95.6512,0,0.1596,0.8545,0.0315,0.9994,R only
Medtr3g031335,72.7379,0,0.0291,0.9418,0.0053,NA,R only
Medtr3g031340,61.0286,0,0.8391,0.6047,2.0034,0.8654,R only
Medtr3g031770,9.3989,0.0237,1.2086,0.5109,1.5884,NA,R only
Medtr3g033100,129.9265,0,1.1351,0.5286,3.6416,0.7119,R only
Medtr3g033105,162.5696,0,0.0077,0.9715,0.0022,NA,R only
Medtr3g033260,73.0268,0,0.0056,0.9761,0.0265,NA,R only
Medtr3g033915,155.4436,0,0.8181,0.6108,0.2872,0.9955,R only
Medtr3g033925,140.1421,0,0.2721,0.8007,0.0013,NA,R only
Medtr3g033930,253.8068,0,0.5214,0.7031,0.8485,0.9633,R only
Medtr3g033955,205.0124,0,0.0152,0.9589,1.4452,0.9182,R only
Medtr3g033965,163.6212,0,0.191,0.8372,0.2472,0.998,R only
Medtr3g044760,56.2823,0,2.064,0.3518,0.3648,NA,R only
Medtr3g044990,16.1091,0.001,0.0038,NA,0.003,NA,R only
Medtr3g046320,9.7905,0.0198,0.1027,0.8858,0.0206,0.9996,R only
Medtr3g047140,9.461,0.0231,0.0001,0.9966,1.2277,0.9319,R only
Medtr3g049795,94.3263,0,0.1759,0.8453,0.878,NA,R only
Medtr3g049800,132.7006,0,0.0191,0.9543,1.1743,NA,R only
Medtr3g051610,9.3971,0.0237,0.0281,0.9431,0.3817,0.9907,R only
Medtr3g052100,84.7621,0,0.2904,0.7925,0.6338,0.9774,R only
Medtr3g053540,12.2198,0.0064,0.5389,0.6972,0.0002,0.9999,R only
Medtr3g053570,64.1456,0,0.0015,0.9876,0.0275,NA,R only
Medtr3g053590,71.9861,0,0.0622,0.9143,1.1949,0.9346,R only
Medtr3g053600,86.8205,0,0.0037,0.9804,0.4906,0.988,R only
Medtr3g053710,18.9477,0.0002,1.0581,0.5482,0.0062,NA,R only
Medtr3g054170,10.1824,0.0167,5.6748,0.0756,2.516,0.8139,R only
Medtr3g055120,12.1659,0.0066,3.8498,0.1652,0.2905,0.9955,R only
Medtr3g055130,7.8239,0.0473,0.967,0.5702,0.212,0.998,R only
Medtr3g055200,14.6389,0.002,1.2261,0.5073,1.2604,0.9306,R only
Medtr3g055440,252.8352,0,0.2119,0.8276,1.2585,0.9306,R only
Medtr3g055450,276.0156,0,0.6594,0.6578,2.2031,0.8499,R only
Medtr3g055455,49.3019,0,0.0137,0.9607,0.022,NA,R only
Medtr3g055480,103.2914,0,0,1,0.4002,0.9907,R only
Medtr3g055490,126.5102,0,0.3067,0.7852,0.4258,0.9907,R only
Medtr3g055510,153.4984,0,0.2035,0.8315,0.0577,0.998,R only
Medtr3g055520,112.5206,0,0.5465,0.6942,0.4084,0.9907,R only
Medtr3g055570,136.5706,0,0.2197,0.8241,0.0272,0.9996,R only
Medtr3g055585,161.6335,0,0.1023,0.8861,0.1922,0.998,R only
Medtr3g055590,9.0539,0.0276,0.287,0.7941,0.0018,0.9996,R only
Medtr3g055970,18.263,0.0003,0.0259,0.9456,1.9727,0.8664,R only
Medtr3g056160,84.0391,0,0.4531,0.7271,0.4969,0.988,R only
Medtr3g058430,9.6721,0.0209,6.5119,0.0536,2.0602,0.8597,R only
Medtr3g058600,50.0544,0,0.3666,0.7609,0.3617,NA,R only
Medtr3g058880,11.9932,0.0072,0.2467,0.8112,1.0408,0.9491,R only
Medtr3g058900,11.0216,0.0113,0.0447,NA,1.3549,NA,R only
Medtr3g060220,69.3866,0,0.0465,0.9261,0.4676,NA,R only
Medtr3g060942,48.6882,0,0.0126,0.9627,0.0001,NA,R only
Medtr3g060948,19.1031,0.0002,0.1473,NA,0.021,NA,R only
Medtr3g060950,51.0145,0,2.4466,0.2997,0.09,NA,R only
Medtr3g061320,8.3269,0.0381,0.0001,0.9963,0.0177,NA,R only
Medtr3g061330,40.4223,0,0.0145,0.9598,0.0142,NA,R only
Medtr3g061480,10.9642,0.0116,0.1911,0.8372,0.4978,NA,R only
Medtr3g061510,7.9489,0.0447,1.5276,0.4442,0.8674,0.9621,R only
Medtr3g061750,64.9181,0,-0.0001,1,0.0014,NA,R only
Medtr3g062775,12.488,0.0057,0.6925,NA,0.1207,NA,R only
Medtr3g062820,162.2452,0,0.091,0.8931,1.1918,0.9346,R only
Medtr3g062830,163.3695,0,0.0344,0.9368,0.976,NA,R only
Medtr3g062840,49.3908,0,4.7074,0.1141,0.1177,0.998,R only
Medtr3g062865,172.4421,0,0.0894,0.8942,0,0.9999,R only
Medtr3g062880,54.9536,0,0.4923,0.7117,0.0502,NA,R only
Medtr3g063040,9.0913,0.0272,2.5072,0.2923,0.0021,0.9996,R only
Medtr3g063080,135.8604,0,0.3875,0.7523,0.0019,NA,R only
Medtr3g063090,150.3756,0,0,0.9999,0.6469,0.9768,R only
Medtr3g063210,15.7814,0.0012,0.3826,0.7544,0.0122,0.9996,R only
Medtr3g063370,196.973,0,0.0236,0.9484,0.0032,0.9996,R only
Medtr3g063400,129.8432,0,0.4508,0.7277,0.0042,NA,R only
Medtr3g063410,47.6049,0,0.0008,0.991,0.0018,NA,R only
Medtr3g063420,131.1718,0,0.2817,0.7964,0.0017,NA,R only
Medtr3g063430,49.2983,0,0.0747,0.9049,0.9222,NA,R only
Medtr3g063440,30.9889,0,1.1078,NA,0.0546,NA,R only
Medtr3g063450,143.3198,0,0.014,0.9604,1.7326,0.8885,R only
Medtr3g063490,150.1929,0,1.4077,0.4681,0.0104,NA,R only
Medtr3g064745,30.2164,0,0.0192,0.9541,0.0077,NA,R only
Medtr3g065530,18.4185,0.0003,0.6812,NA,0.0271,NA,R only
Medtr3g065610,22.1033,0.0001,0.2495,0.8099,0.0321,NA,R only
Medtr3g065625,39.8905,0,0.2303,0.8192,0.0233,NA,R only
Medtr3g065630,12.1815,0.0065,1.607,0.4286,0.5932,NA,R only
Medtr3g065675,137.7507,0,0.1258,0.8727,0.3083,0.993,R only
Medtr3g065690,154.1879,0,0.0417,0.9295,0.1036,0.998,R only
Medtr3g065700,49.6818,0,0.0531,0.9211,0.0085,NA,R only
Medtr3g065710,315.7691,0,0.0227,0.9493,0.1421,0.998,R only
Medtr3g065720,20.2677,0.0001,0.2091,NA,0.0065,NA,R only
Medtr3g065750,96.4882,0,0.1415,0.865,1.9924,0.8654,R only
Medtr3g065790,39.4298,0,0.0608,0.9152,0.0003,NA,R only
Medtr3g065800,258.0652,0,1.8299,0.3896,1.915,0.8715,R only
Medtr3g065970,35.0783,0,2.181,0.335,0.0846,NA,R only
Medtr3g067445,13.175,0.0041,3.518,0.1904,3.0662,0.7577,R only
Medtr3g067475,17.1735,0.0006,5.039,0.099,3.3279,0.7387,R only
Medtr3g067645,215.9745,0,0.0323,0.9391,0.0414,0.998,R only
Medtr3g067750,192.1063,0,0.5155,0.7051,0.787,0.9683,R only
Medtr3g067765,44.4614,0,0.0009,0.9903,0.1604,NA,R only
Medtr3g068070,212.0744,0,0.1014,0.8866,0.9091,0.9598,R only
Medtr3g069420,159.3925,0,0.1197,0.8761,1.0496,0.9478,R only
Medtr3g069825,13.9849,0.0028,0.38,NA,0.0492,NA,R only
Medtr3g069830,83.3992,0,0.3657,0.7613,0.3735,0.9907,R only
Medtr3g069840,14.5731,0.0021,0.3021,NA,0.0408,NA,R only
Medtr3g069870,126.344,0,0.1649,0.8517,0.0014,0.9996,R only
Medtr3g069885,120.8289,0,0.0278,0.9436,0.0001,0.9999,R only
Medtr3g069890,42.2284,0,0.0563,0.9185,0.0002,NA,R only
Medtr3g070860,9.9285,0.0187,0.4691,0.7207,0.3548,0.9911,R only
Medtr3g071320,30.3582,0,0.575,0.6847,0.833,0.9636,R only
Medtr3g071330,139.9464,0,0.4422,0.7312,0.0039,0.9996,R only
Medtr3g071360,119.0519,0,0.0225,0.9495,0.7081,0.9748,R only
Medtr3g072300,104.6143,0,3.0804,0.2284,1.5731,0.9065,R only
Medtr3g072480,11.5986,0.0086,0.0106,0.9663,0.008,0.9996,R only
Medtr3g072830,8.0006,0.0438,4.2669,0.1376,1.7884,0.8795,R only
Medtr3g074000,9.4995,0.0227,0.1455,0.8622,1.0872,NA,R only
Medtr3g074070,8.156,0.0411,2.9933,0.2369,0.1941,0.998,R only
Medtr3g075120,8.6368,0.0333,1.8629,0.3839,4.284,0.6366,R only
Medtr3g075260,51.3355,0,1.2679,0.4983,0.3062,NA,R only
Medtr3g075390,10.6191,0.0136,0.9346,0.5794,0.0043,0.9996,R only
Medtr3g077000,9.5715,0.0219,5.7144,0.0744,2.2076,0.8498,R only
Medtr3g077630,29.6797,0,0.5192,0.7038,1.1553,0.9401,R only
Medtr3g077910,556.6971,0,0.0292,0.9417,1.7055,0.8939,R only
Medtr3g078380,7.6925,0.05,0.0235,0.9484,2.4995,0.815,R only
Medtr3g078633,13.5476,0.0034,0.0011,0.9895,0.5537,0.9825,R only
Medtr3g079780,332.2678,0,0.3081,0.7847,1.538,0.9069,R only
Medtr3g079790,234.6738,0,0.0001,0.9977,0.2203,0.998,R only
Medtr3g079850,266.4803,0,0.2101,0.8285,0.0271,0.9996,R only
Medtr3g079860,152.632,0,0.3385,0.7726,0.1272,0.998,R only
Medtr3g080020,7.8206,0.0473,0.6529,0.6597,0.0233,NA,R only
Medtr3g080180,23.9982,0,0.0456,0.9265,0.0087,NA,R only
Medtr3g080400,19.3244,0.0002,0.1059,0.8842,0.1368,0.998,R only
Medtr3g080580,8.3187,0.0383,3.4798,0.1931,0.0001,NA,R only
Medtr3g080810,39.8943,0,0.2867,0.7941,4.3946,0.6326,R only
Medtr3g081150,10.5557,0.014,1.922,0.3744,0.3147,0.993,R only
Medtr3g081530,19.1153,0.0002,6.2387,0.0598,7.7435,0.361,R only
Medtr3g082770,67.6692,0,0.4112,0.7424,0.0338,0.9993,R only
Medtr3g083130,11.2391,0.0102,0.1377,0.8668,0.2119,0.998,R only
Medtr3g083300,9.7477,0.0202,0.0024,0.9844,2.06,0.8597,R only
Medtr3g083960,10.9504,0.0117,0.3003,0.7877,0.0242,0.9996,R only
Medtr3g084300,10.098,0.0173,4.9509,0.1028,0.0517,0.998,R only
Medtr3g084820,136.4729,0,0.9068,0.587,1.9802,0.866,R only
Medtr3g084910,78.1334,0,0.0431,0.9283,1.1093,0.9431,R only
Medtr3g085160,16.0823,0.001,5.3213,0.0878,1.7293,0.8887,R only
Medtr3g085460,7.6943,0.0499,2.3463,0.3128,0.0776,0.998,R only
Medtr3g085653,17.9953,0.0004,0.5626,NA,0.0539,NA,R only
Medtr3g085657,79.9494,0,0.0418,0.9295,0.0045,NA,R only
Medtr3g085660,31.8307,0,0.0129,0.9621,0.3189,0.993,R only
Medtr3g085670,8.1518,0.0411,4.2507,0.1385,4.6032,0.6069,R only
Medtr3g085700,11.0787,0.011,0.1726,0.8473,1.8478,0.8757,R only
Medtr3g085850,9.7788,0.02,4.7509,0.1119,0.4436,0.9907,R only
Medtr3g086000,48.4568,0,0.4125,0.7419,0.4489,0.9907,R only
Medtr3g086090,15.2371,0.0015,0.6936,0.6473,0.3904,0.9907,R only
Medtr3g086320,402.9069,0,1.4019,0.4691,0.4927,0.988,R only
Medtr3g086520,8.4524,0.0362,0.9009,0.5882,0.6489,0.9766,R only
Medtr3g086750,10.752,0.0128,0.1459,0.862,1.236,0.9311,R only
Medtr3g087150,14.3255,0.0024,0.0014,0.9881,0.1038,0.998,R only
Medtr3g087220,15.1345,0.0016,0.2542,0.8082,0.2734,0.9958,R only
Medtr3g087390,15.1132,0.0016,6.3964,0.0562,0.6333,0.9774,R only
Medtr3g087730,390.7406,0,0.2487,0.8103,0.2657,0.9978,R only
Medtr3g087760,18.9802,0.0002,0.1287,0.8715,0.4087,0.9907,R only
Medtr3g087840,7.9625,0.0445,0.6147,0.6719,3.5988,0.7147,R only
Medtr3g087920,7.7851,0.048,0.0156,0.9585,5.4937,0.5553,R only
Medtr3g087930,38.0959,0,0.2098,0.8285,0.0196,NA,R only
Medtr3g087950,28.1317,0,4.1075,0.1471,0.0059,0.9996,R only
Medtr3g087960,16.8728,0.0007,0.8053,NA,0.0026,NA,R only
Medtr3g088220,8.1138,0.0418,0.0095,0.9682,0.4155,0.9907,R only
Medtr3g088520,12.0161,0.0071,0.7621,0.6263,1.8343,0.8761,R only
Medtr3g088630,143.9708,0,0.0253,0.9461,0.0938,0.998,R only
Medtr3g088735,9.0509,0.0277,0.5707,0.6861,0.6263,0.9778,R only
Medtr3g088745,99.8976,0,4.2287,0.1397,4.9589,NA,R only
Medtr3g088750,11.3836,0.0096,3.0199,0.2343,0.6054,NA,R only
Medtr3g088885,14.4671,0.0022,0.0121,0.9637,2.3223,0.8344,R only
Medtr3g089005,136.4776,0,0.0989,0.8881,0.0146,0.9996,R only
Medtr3g089140,32.7189,0,0.0044,0.9789,0.6676,NA,R only
Medtr3g089950,9.9522,0.0185,3.6131,0.1827,0.1104,NA,R only
Medtr3g090150,15.6326,0.0013,0.8667,0.5975,0.956,0.9586,R only
Medtr3g090480,15.6722,0.0012,0.3027,0.7868,0.9321,0.9598,R only
Medtr3g090830,9.9102,0.0188,0.0379,0.9338,0.043,NA,R only
Medtr3g091140,8.9304,0.0293,0.0365,0.9348,0.3073,0.993,R only
Medtr3g091270,9.6876,0.0208,1.4757,0.4539,1.487,0.9138,R only
Medtr3g091440,8.5025,0.0354,0.8726,0.5958,0.6971,0.9754,R only
Medtr3g091560,11.3514,0.0097,3.9215,0.1597,2.7457,0.8001,R only
Medtr3g091650,10.3703,0.0153,0.0496,0.9233,0.2802,0.9955,R only
Medtr3g092770,8.5129,0.0353,3.2958,0.2087,2.4817,0.8182,R only
Medtr3g093240,12.4274,0.0059,4.6178,0.1187,0.1156,NA,R only
Medtr3g093520,9.3722,0.024,0.014,0.9604,3.3419,0.7382,R only
Medtr3g093810,8.4416,0.0364,0.0987,0.8883,2.4767,0.8185,R only
Medtr3g094000,9.3246,0.0245,0.1909,0.8372,0.7161,0.9748,R only
Medtr3g094730,64.2039,0,0.0275,0.9438,2.1762,NA,R only
Medtr3g095340,26.3205,0,2.591,0.2821,1.3401,0.9277,R only
Medtr3g095780,27.2631,0,0.3283,0.7766,0.4648,0.9893,R only
Medtr3g095800,14.138,0.0026,0.0461,0.9263,1.9734,NA,R only
Medtr3g095980,13.6764,0.0032,1.5556,0.4384,1.2098,0.9346,R only
Medtr3g096110,9.4343,0.0233,0.2794,0.7975,1.138,0.9405,R only
Medtr3g096160,14.0964,0.0026,0.6054,0.675,0.1075,0.998,R only
Medtr3g096675,13.4698,0.0036,2.0448,0.3547,0.2313,0.998,R only
Medtr3g097010,22.5949,0,1.246,0.503,2.7464,0.8001,R only
Medtr3g097260,27.0951,0,2.1915,0.3336,1.1775,0.9354,R only
Medtr3g097380,73.4822,0,0.0039,0.9801,0.0007,NA,R only
Medtr3g097390,204.3991,0,0.2589,0.8064,1.5266,0.9084,R only
Medtr3g097560,13.2105,0.004,1.4046,0.4686,0.0055,0.9996,R only
Medtr3g098480,35.7793,0,1.5483,0.4399,0.3894,0.9907,R only
Medtr3g098730,9.2077,0.0258,4.0597,0.1501,0.0321,0.9993,R only
Medtr3g098760,14.5988,0.0021,0.0939,0.8913,0.1952,0.998,R only
Medtr3g098930,314.8492,0,0.0483,0.9244,0.0033,0.9996,R only
Medtr3g098960,17.5101,0.0005,1.674,0.4161,0.3516,0.9911,R only
Medtr3g099020,9.1932,0.026,0.503,0.7088,0.049,0.998,R only
Medtr3g100100,8.1735,0.0408,1.7925,0.3956,0.0002,0.9999,R only
Medtr3g100200,13.3532,0.0038,0.5652,0.6877,0.055,NA,R only
Medtr3g100580,57.7188,0,0.0668,0.9106,0.3398,NA,R only
Medtr3g100860,12.4097,0.0059,0.0415,0.9298,0.5528,0.9826,R only
Medtr3g101480,23.3979,0,0.3103,0.7837,0.0006,0.9996,R only
Medtr3g101900,7.9683,0.0444,0.2116,0.8278,0.4049,0.9907,R only
Medtr3g101930,23.69,0,1.254,0.5011,0.8068,NA,R only
Medtr3g102390,9.5358,0.0223,2.1675,0.3369,0.0943,0.998,R only
Medtr3g102660,27.2087,0,0.265,0.8037,0.0857,0.998,R only
Medtr3g102670,41.6163,0,1.2052,0.512,0.3838,0.9907,R only
Medtr3g102730,13.0768,0.0043,2.1758,0.3358,0.0119,0.9996,R only
Medtr3g103020,30.4043,0,6.519,0.0534,1.1022,0.9436,R only
Medtr3g103260,37.1435,0,3.9326,0.1591,2.0479,0.8604,R only
Medtr3g103440,239.8015,0,0.1183,0.8767,0.7495,0.9736,R only
Medtr3g103450,249.4437,0,0.207,0.8298,0.0004,0.9996,R only
Medtr3g104510,7.7124,0.0496,2.4931,0.294,0.0185,0.9996,R only
Medtr3g104740,10.5165,0.0142,0.7352,0.6344,1.8185,0.8776,R only
Medtr3g106230,42.6679,0,0.2235,0.8225,2.3374,NA,R only
Medtr3g106290,22.7408,0,2.4916,0.2942,0.9045,0.9598,R only
Medtr3g106410,8.1719,0.0408,2.4467,0.2997,0.0521,0.998,R only
Medtr3g106420,26.775,0,5.0806,0.0972,0.5356,0.9849,R only
Medtr3g106510,9.1419,0.0265,0.0013,0.9888,1.4926,0.913,R only
Medtr3g106520,37.877,0,0.1978,0.8343,0.8441,NA,R only
Medtr3g106560,12.2628,0.0063,6.5719,0.0522,0.0118,0.9996,R only
Medtr3g106740,11.0548,0.0111,0.0522,NA,1.3064,NA,R only
Medtr3g106830,8.2913,0.0387,3.1426,0.2228,0.4879,NA,R only
Medtr3g106900,9.0427,0.0278,0.2509,0.8094,1.2902,0.9304,R only
Medtr3g107090,11.3582,0.0097,1.4424,0.4607,1.8841,0.8715,R only
Medtr3g107280,9.7637,0.0201,2.8274,0.2542,0.0012,0.9996,R only
Medtr3g107770,8.2816,0.0388,0.0058,0.9757,1.7038,0.8939,R only
Medtr3g107950,20.5664,0.0001,0.3229,0.7788,2.0763,0.8597,R only
Medtr3g108190,11.593,0.0086,5.4938,0.0818,0.482,0.988,R only
Medtr3g108690,9.044,0.0278,1.445,0.4604,0.201,0.998,R only
Medtr3g109090,8.6226,0.0335,3.9948,0.1546,1.0423,0.9491,R only
Medtr3g109420,19.3846,0.0002,1.4074,0.4681,1.5619,0.9065,R only
Medtr3g109470,9.331,0.0244,4.8521,0.1072,1.8906,0.8715,R only
Medtr3g110430,101.696,0,0.1722,0.8474,2.145,0.8559,R only
Medtr3g111020,18.8246,0.0003,0.0036,0.9806,0.3035,NA,R only
Medtr3g111410,13.4975,0.0035,1.5614,0.4372,0.012,0.9996,R only
Medtr3g111590,13.7812,0.0031,3.1583,0.2212,0.3973,0.9907,R only
Medtr3g111880,9.453,0.0231,1.316,NA,1.4753,NA,R only
Medtr3g111940,8.8038,0.0309,1.3186,0.4863,1.4079,0.9233,R only
Medtr3g112040,8.9096,0.0295,0.1995,0.8337,0.3402,0.9912,R only
Medtr3g112280,12.3249,0.0061,2.8003,0.257,0.0811,0.998,R only
Medtr3g112290,123.5116,0,4.4764,0.1257,0.1555,NA,R only
Medtr3g113110,18.6281,0.0003,0.4511,0.7276,0.0002,0.9999,R only
Medtr3g113260,7.9575,0.0446,4.1146,0.1467,0.7639,0.9722,R only
Medtr3g113270,8.1083,0.042,5.2998,0.0886,0.0109,0.9996,R only
Medtr3g113310,11.8556,0.0076,0.2797,0.7974,0.0526,NA,R only
Medtr3g114090,27.252,0,1.1153,0.5337,1.2409,0.9306,R only
Medtr3g114450,14.6192,0.0021,0.4058,0.7449,0.1888,0.998,R only
Medtr3g114590,26.7693,0,1.4971,0.4501,0.0306,NA,R only
Medtr3g115120,95.4064,0,2.3401,0.3136,0.0005,0.9996,R only
Medtr3g116860,17.517,0.0005,0.2835,0.7957,0.5781,0.9795,R only
Medtr3g116930,9.2271,0.0256,1.2479,0.5027,1.5109,NA,R only
Medtr3g117060,17.6648,0.0005,6.5564,0.0526,0.7272,0.9748,R only
Medtr3g117280,14.6442,0.002,0.6997,0.6455,1.0922,0.9443,R only
Medtr3g117320,10.5998,0.0137,4.8315,0.1081,5.1601,NA,R only
Medtr3g117740,20.9347,0.0001,2.0604,0.3523,0.0554,0.998,R only
Medtr3g415590,293.2955,0,0.0244,0.9474,1.0287,0.9508,R only
Medtr3g415610,152.1818,0,0.0305,0.9405,0.0886,0.998,R only
Medtr3g415620,230.8878,0,0.051,0.9222,0.004,0.9996,R only
Medtr3g415630,53.4867,0,0.1211,0.8754,0.8959,NA,R only
Medtr3g415650,296.4022,0,0.003,0.9826,4.2211,0.6458,R only
Medtr3g415670,682.1129,0,0.3968,0.7484,0.1873,0.998,R only
Medtr3g433935,66.9468,0,0.4302,0.735,0.0061,NA,R only
Medtr3g433945,117.9623,0,0.0899,0.8938,0,NA,R only
Medtr3g434850,15.258,0.0015,4.2625,0.1378,1.5761,0.9063,R only
Medtr3g435430,46.1012,0,1.0843,0.5411,0.299,NA,R only
Medtr3g436490,37.9886,0,0.0312,0.94,0,NA,R only
Medtr3g436500,79.5424,0,0.0212,0.9511,0.0047,0.9996,R only
Medtr3g436750,13.1278,0.0042,0.0014,0.9883,0.3332,NA,R only
Medtr3g436830,90.2898,0,0.092,0.8924,0.0004,NA,R only
Medtr3g436840,20.664,0.0001,0.0645,0.9125,3.3902,NA,R only
Medtr3g436990,88.8834,0,0.2397,0.8144,0.0026,NA,R only
Medtr3g437870,7.9379,0.0449,0.0522,0.9214,0.0003,0.9998,R only
Medtr3g448430,24.809,0,0.0006,0.9925,0.0416,NA,R only
Medtr3g449640,24.6958,0,0.1246,0.8735,1.2917,NA,R only
Medtr3g450180,175.2102,0,0.0879,0.8952,0.9024,0.9598,R only
Medtr3g450490,11.6133,0.0086,0.3649,0.7616,0.1568,NA,R only
Medtr3g450800,35.5527,0,5.6573,0.0762,0.4034,0.9907,R only
Medtr3g451370,258.6799,0,0.7037,0.6444,0.0041,0.9996,R only
Medtr3g451390,141.3543,0,0.2566,0.8072,0.0011,NA,R only
Medtr3g451540,28.3174,0,0.1095,0.8821,0.0124,NA,R only
Medtr3g452730,10.877,0.0121,0.0163,0.9577,3.9283,NA,R only
Medtr3g460850,201.2726,0,0.1357,0.8679,0.5273,0.9855,R only
Medtr3g462870,23.9358,0,0.8995,NA,0.0296,NA,R only
Medtr3g464030,9.1766,0.0261,0.0407,0.9306,7.4484,0.3913,R only
Medtr3g464210,27.3178,0,3.2051,0.2167,0.292,NA,R only
Medtr3g464550,19.7861,0.0002,0.0016,0.9875,0.0016,0.9996,R only
Medtr3g465470,21.7592,0.0001,4.0869,0.1483,0.0333,0.9993,R only
Medtr3g465790,12.4836,0.0057,0.5926,0.6786,1.6888,0.8947,R only
Medtr3g465800,16.9586,0.0007,3.9743,0.156,0.5638,0.9821,R only
Medtr3g465910,14.8486,0.0018,1.2154,0.5096,0.0261,0.9996,R only
Medtr3g465930,9.3059,0.0246,0,1,0.3887,0.9907,R only
Medtr3g466130,96.7738,0,0.0041,0.9794,0.6188,0.9786,R only
Medtr3g466150,14.384,0.0023,1.7241,0.4078,0.6142,0.9786,R only
Medtr3g466200,9.5013,0.0227,0.0507,0.9223,0.1714,NA,R only
Medtr3g467360,8.6009,0.0338,0.3977,0.7482,0.4936,0.988,R only
Medtr3g467380,8.8609,0.0301,0.0002,0.9956,1.3108,0.9296,R only
Medtr3g467490,43.3313,0,0.0424,0.929,0.0002,NA,R only
Medtr3g467550,16.4839,0.0008,0.1672,0.8505,0.1353,0.998,R only
Medtr3g467560,15.7894,0.0012,3.471,0.1936,8.6577,NA,R only
Medtr3g467600,183.2193,0,0.0402,0.9311,0.053,0.998,R only
Medtr3g479460,11.5592,0.0088,2.1084,0.3453,0.4964,NA,R only
Medtr3g491560,7.9978,0.0439,5.3705,0.0861,0,0.9999,R only
Medtr3g498695,12.2229,0.0064,0.7788,0.6216,0.0469,0.998,R only
Medtr4g005130,10.1921,0.0166,4.1509,NA,0.0144,NA,R only
Medtr4g006760,14.1008,0.0026,1.7976,0.3948,0.1385,0.998,R only
Medtr4g007090,263.6181,0,0.4783,0.7175,0.7087,0.9748,R only
Medtr4g008840,7.8551,0.0466,3.0124,0.2348,1.0134,0.9516,R only
Medtr4g008860,110.1155,0,0.2931,0.7913,0.5512,0.9826,R only
Medtr4g011000,10.8691,0.0121,0.124,0.8739,0.0345,0.9993,R only
Medtr4g011060,7.7635,0.0485,2.9837,0.2379,1.2698,0.9306,R only
Medtr4g011500,106.1058,0,0.3783,0.756,0.0032,NA,R only
Medtr4g011510,41.3868,0,0.0039,0.9799,0.0025,NA,R only
Medtr4g011630,8.6215,0.0335,4.2448,0.1387,0.4346,0.9907,R only
Medtr4g011680,104.4437,0,0.01,0.9677,0.0481,0.998,R only
Medtr4g011820,8.0334,0.0433,0.0595,0.916,1.4321,0.9202,R only
Medtr4g011880,8.4356,0.0365,2.0467,0.3545,0.2421,0.998,R only
Medtr4g011970,108.1229,0,0.0231,0.9486,1.4498,0.9178,R only
Medtr4g013165,10.6083,0.0137,4.4643,0.1263,1.0285,NA,R only
Medtr4g013240,94.5639,0,1.8045,0.3937,1.071,NA,R only
Medtr4g013245,11.4057,0.0095,0.4217,0.7383,0.0533,0.998,R only
Medtr4g013270,240.1429,0,0.5672,0.6873,4.8015,0.605,R only
Medtr4g013300,11.2204,0.0103,0.677,0.6525,4.9002,0.5985,R only
Medtr4g013370,8.8445,0.0303,3.9219,0.1597,0.5614,NA,R only
Medtr4g013375,16.4736,0.0008,0.5517,0.6927,4.8972,0.5985,R only
Medtr4g013770,11.6611,0.0084,3.7911,0.1695,0.3912,0.9907,R only
Medtr4g014320,9.1719,0.0262,0.2012,0.8327,0.7966,0.967,R only
Medtr4g014430,16.5836,0.0008,3.4743,0.1934,0.0101,0.9996,R only
Medtr4g014540,34.7472,0,1.1888,0.516,3.1278,0.7524,R only
Medtr4g014610,34.7637,0,0.415,0.741,0.0172,0.9996,R only
Medtr4g014620,9.3821,0.0239,2.3995,NA,0.2125,NA,R only
