,gene_short_name,UniProt_AC,UniProt_ID,EntrezGene,symbol,X,Chromosome,Start,End,Score,Strand,Phase,Note,Cluster.x,gene_id,tss_id,locus,gene_short_names,Cluster.y,A17_FPKM,dmi2_FPKM,dmi3_FPKM,ipd3_FPKM,lyk3_FPKM,nfp_FPKM,pt4_FPKM,A17_1,A17_2,A17_3,A17_4,A17_5,dmi2_1,dmi2_2,dmi2_3,dmi2_4,dmi2_5,dmi3_1,dmi3_2,dmi3_3,dmi3_4,dmi3_5,ipd3_1,ipd3_2,ipd3_3,ipd3_4,ipd3_5,lyk3_1,lyk3_2,lyk3_3,lyk3_4,lyk3_5,nfp_1,nfp_2,nfp_3,nfp_4,nfp_5,pt4_1,pt4_2,pt4_3,pt4_4,pt4_5
MSTRG.1571,Medtr1g050385,A0A072VJ07,A0A072VJ07_MEDTR,25483235,MTR_1g050385,2471,chr1,19323435,19326258,.,+,.,hemerythrin HHE cation-binding domain protein,cluster6,MSTRG.1571,TSS1489,chr1:19323434-19326258,Medtr1g050385,cluster6,2.48138,1.53751,0.864711,0.976209,1.9248,1.62519,1.19624,1.268244421,1.470536664,1.996775498,0.330341057,1.698460991,-0.085170079,0.988528843,0.744391934,-0.378229125,-0.751943904,-0.830094163,-1.888900865,-0.779541528,-1.912049673,-0.104398908,-1.219766283,-0.915463636,-0.922277058,-0.504800066,-0.552699307,0.598588463,0.459392706,0.722297363,0.959346544,0.808958883,-0.58284988,0.1523058,1.707493013,0.307033315,-0.602146918,-0.20344217,-0.550561177,0.043438294,-0.064294925,-1.407504125
MSTRG.1592,Medtr1g050525,A0A072VI14,A0A072VI14_MEDTR,25483264,MTR_1g050525,2502,chr1,19535521,19546370,.,+,.,drug resistance transporter-like ABC domain protein,cluster5,MSTRG.1592,TSS1510,chr1:19535520-19546370,Medtr1g050525,cluster5,8.53583,3.05186,0.968849,11.7549,18.5527,7.92402,2.65278,0.833106264,0.384578581,-0.064665726,0.834374436,0.12024634,-1.102408737,-0.956494249,-0.372992235,-0.203057345,-0.569211277,-1.765036754,-1.721355319,-1.043564279,-1.686791904,-1.424652601,0.82613295,1.072626937,0.714306845,0.767781045,0.775529646,1.15470535,1.308473226,1.561571677,1.533989071,1.248646693,0.258147401,0.283403357,-0.070037347,0.132375303,1.039874259,-0.92055911,-0.522986972,-0.230466173,-1.118351594,-1.07723776
MSTRG.1609,Medtr1g050550,G7I7D1,G7I7D1_MEDTR,11429423,MTR_1g050550,2527,chr1,19712167,19714149,.,-,.,MFS transporter,cluster5,MSTRG.1609,TSS5555,chr1:19712166-19714149,Medtr1g050550,cluster5,14.3751,9.20164,2.76025,22.0986,30.2761,19.2452,3.54067,0.581007711,0.43239891,0.031118916,0.698805918,-0.386520429,-0.60575039,0.27440299,-0.23531382,-0.058366332,-0.363677479,-1.441492747,-1.988066334,-0.751466144,-1.473846122,-1.487244728,1.097521704,0.735345698,0.771210013,0.839517014,0.611359519,0.83953241,0.952591223,1.519066882,1.357753929,1.132928273,0.471699788,0.264543233,0.825517767,0.134917621,1.25950548,-1.458897378,-1.156644443,-0.563672979,-1.037917449,-1.821868228
MSTRG.1610,Medtr1g050845,A0A072VIL9,A0A072VIL9_MEDTR,25483273,MTR_1g050845,2530,chr1,19756003,19762298,.,+,.,B3 DNA-binding domain protein,cluster5,MSTRG.1610,TSS1520,chr1:19755933-19762298,Medtr1g050845,cluster5,0.886521,0.406258,0.577074,1.20886,0.501007,2.08842,0.437249,0.39032225,-0.608144219,0.024673819,-0.474951702,1.259571228,-0.403042289,-1.249940384,-0.120940989,-0.985841958,-0.914501804,0.192637778,0.249694041,-0.865135453,-0.85370624,-0.712643992,-0.795286369,-0.122265103,1.520746663,0.348753759,1.707419737,-0.980012157,-0.408975607,-0.831799876,-0.065775713,-0.338049303,2.452829624,1.882694113,1.28816169,1.229666716,1.515332523,-1.445889995,-0.662337707,-0.495522002,-0.485283594,-0.242457486
MSTRG.1588,Medtr1g051120,G7I7Y8,G7I7Y8_MEDTR,11434124,MTR_1g051120,2497,chr1,19503290,19505473,.,-,.,auxin-induced 5NG4-like protein,cluster5,MSTRG.1588,TSS5534,chr1:19503289-19505473,Medtr1g051120,cluster5,10.2261,5.42089,1.94258,9.24977,15.1855,6.78459,9.41413,0.694096286,0.603419344,0.758428369,0.797955367,-0.192480757,0.147246678,-0.413249687,-0.521503453,-0.361304774,-1.011192934,-1.816901221,-2.413116577,-1.204374863,-1.888201111,-1.569424611,-0.004384302,-0.150398957,0.715204854,0.760386767,0.536650413,0.679151583,1.140249213,1.171747745,1.44865196,1.435238254,-0.284565035,-0.56419465,0.472844912,0.287064368,-0.474388783,-0.469810024,1.086765885,0.774304977,-1.096176805,0.92626157
MSTRG.1651,Medtr1g051530,A0A072VJ93,A0A072VJ93_MEDTR,25483325,MTR_1g051530,2599,chr1,20434765,20435283,.,+,.,transmembrane protein putative,cluster3,MSTRG.1651,"TSS1559,TSS1560,TSS1561",chr1:20358491-20526095,"Medtr1g051530,Medtr1g051645",cluster3,0.976031,4.4819,11.6863,3.18223,1.77753,4.01151,5.56807,-1.889360475,-1.306584265,-0.892417416,-1.526024086,-1.530828968,0.829817583,0.240416195,0.020448879,0.274439584,-0.062303777,0.897662749,1.784253439,1.387466667,2.444086464,1.477985723,0.49060445,-0.35863184,0.008966525,-0.630167106,-0.564198101,-0.909798871,-0.764834814,-0.673267065,-1.387154964,-0.549884433,0.663367873,-0.239727702,-0.624828848,0.267535151,0.346059362,0.503921321,0.659898848,1.138355072,0.264998331,0.209728515
MSTRG.1642,Medtr1g051760,A0A072VTR9,A0A072VTR9_MEDTR,25483344,MTR_1g051760,2616,chr1,20620478,20625654,.,+,.,inactive purple acid phosphatase,cluster3,MSTRG.1642,TSS1570,chr1:20620477-20625654,Medtr1g051760,cluster3,14.8579,32.8615,46.1913,7.28581,7.60895,5.07782,39.9656,-0.41757132,-0.236782618,0.218948334,0.306102617,-0.44448173,1.026295069,0.991785312,0.617589212,0.204145761,1.141224214,1.589438621,1.136469971,1.024752565,1.258408591,1.11387308,-1.157893716,-0.843283468,-0.559428778,-0.603117514,-1.277051561,-0.501617927,-1.098953194,-0.99122529,-0.458008772,-1.190907542,-1.422672844,-1.322589865,-1.127800309,-0.978004262,-1.343779652,1.0435278,1.152115795,1.144795608,1.021054742,0.984643069
MSTRG.1643,Medtr1g051810,A0A072VI83,A0A072VI83_MEDTR,25483346,MTR_1g051810,2618,chr1,20713274,20715930,.,+,.,IQ calmodulin-binding motif protein putative,cluster7,MSTRG.1643,TSS1571,chr1:20713273-20715930,Medtr1g051810,cluster7,2.42143,1.98443,0.903482,1.66417,2.98302,1.58556,1.69849,0.667795686,0.549066076,0.764289079,0.677596624,0.943864054,0.438785443,-1.712544779,1.006516832,-0.54419081,1.255479642,-2.029509874,-1.740680102,-1.099024826,-0.945458288,-0.877344265,0.077739937,0.072148544,-0.157757627,-0.424244032,-0.315491801,2.427031431,1.267432603,0.120209667,1.653800972,0.227053506,-0.522566955,-0.328511372,-1.673981047,-0.0315186,0.85011456,-0.323097721,0.245523084,0.328238972,-0.684028889,-0.162735725
MSTRG.1670,Medtr1g052125,A0A072VTU6,A0A072VTU6_MEDTR,25483367,MTR_1g052125,2639,chr1,21009707,21010183,.,+,.,transmembrane protein putative,cluster6,MSTRG.1670,TSS1588,chr1:21009706-21010183,Medtr1g052125,cluster6,482.754,292.472,222.24,285.702,176.743,172.73,144.545,0.745344693,1.210969214,2.047310756,1.055353233,1.758279358,-0.380763257,2.190411468,-0.701119958,0.235018185,-0.575930268,0.792882144,0.50012559,-0.517954177,-0.276205091,-0.716869684,0.002367893,0.664914366,1.028990576,0.775931994,-0.319624991,-1.271982068,0.517940825,-0.177921661,-0.383264973,-0.995870455,-1.044986559,-1.531597829,1.075088183,-0.465337674,-1.471824487,-1.452890475,-1.022110325,-0.612678315,-0.443368195,-0.238628037
MSTRG.1689,Medtr1g052525,A0A072VJH0,A0A072VJH0_MEDTR,25483407,MTR_1g052525,2678,chr1,21383883,21384805,.,-,.,uroporphyrinogen III synthase,cluster5,MSTRG.1689,TSS5633,chr1:21383882-21384805,Medtr1g052525,cluster5,1.12012,1.5462,0.352099,1.58512,2.04265,2.51269,0.902401,-0.779965226,-0.118691051,0.206743218,-0.481542155,0.225339431,0.089620683,1.190372267,0.412993855,-0.477285188,0.025870478,-1.344060992,-2.087738099,-0.788940179,-1.195204862,-1.320437024,1.118667365,-0.91904026,1.044015149,0.493266692,-0.67902026,2.574846177,-0.903087344,-0.607020878,0.122607514,0.989647682,0.952788328,1.116675263,1.741451303,0.510313647,1.197750096,-0.857316864,-0.868516504,-0.042253095,-0.115110537,-0.427738631
MSTRG.1698,Medtr1g052640,A0A072VU01,A0A072VU01_MEDTR,25483417,MTR_1g052640,2694,chr1,21538163,21549370,.,+,.,stress up-regulated Nod 19 protein,cluster3,MSTRG.1698,TSS1623,chr1:21538162-21549902,Medtr1g052640,cluster3,0.954874,1.40645,2.58977,1.19963,2.97776,2.53715,1.25931,-0.739917662,-1.516210649,-1.699924029,1.049450086,-1.174014839,-0.676176855,-0.880402072,-0.387023465,-0.783043074,1.279890856,-0.824304242,0.887497684,2.017599466,-0.449865122,0.771384441,-0.6639928,-0.203274597,0.09021701,-0.159587701,-0.663023896,1.429849679,0.308430176,2.128645197,0.225932283,-0.404214418,0.988533842,0.659557237,1.19711775,-1.276358043,1.090282398,-0.236105454,0.346414677,0.240996376,-0.733187971,-1.241172268
MSTRG.1714,Medtr1g052885,I3SZY1,I3SZY1_MEDTR,25483437,MTR_1g052885,2727,chr1,21941333,21941903,.,+,.,calcium-binding EF-hand protein,cluster3,MSTRG.1714,TSS1640,chr1:21941332-21941903,Medtr1g052885,cluster3,3.61294,9.40215,6.14823,3.10374,9.34192,4.8233,6.27638,-0.698604397,-1.874245428,-0.606602446,-0.171546029,-0.629538356,2.074898895,-0.154509446,1.554371402,0.3355164,0.794486809,-0.289575231,-1.028371405,0.547491669,1.148188665,0.216678549,-1.117257556,-0.283183512,-1.386645989,-1.423961861,-0.932061159,0.716212008,1.135701471,2.069192533,0.509702747,0.394067987,0.636184423,-0.975137916,-0.015630997,-0.897100105,-0.228487085,0.860346962,0.315113757,1.058839213,-0.226948191,-1.427586384
MSTRG.1720,Medtr1g053130,A0A072VJ44,A0A072VJ44_MEDTR,25483451,MTR_1g053130,2741,chr1,22155245,22156680,.,+,.,DUF617 family protein,cluster5,MSTRG.1720,TSS1650,chr1:22155244-22156680,Medtr1g053130,cluster5,20.4329,8.03251,8.57315,22.0403,47.4234,18.8983,10.0032,-0.126520837,-0.317818327,-0.050630394,1.750129894,-0.312843794,-0.616029865,-1.194878682,-1.007910434,-1.033875459,-0.864125018,-0.982271255,-0.879973236,-0.067610176,-1.41194405,-1.222973042,0.247812095,1.043581072,0.799676293,0.676212194,-0.451176026,0.313750749,1.612018346,2.096185,2.328192476,1.539766355,0.187218954,0.027079946,0.782437569,-0.146968652,0.528570547,-1.058509709,-0.46497326,-0.270312215,-0.49885865,-0.95242841
MSTRG.1743,Medtr1g053705,A0A072VU95,A0A072VU95_MEDTR,25483498,MTR_1g053705,2788,chr1,22673464,22674134,.,-,.,hypothetical protein,cluster1,MSTRG.1743,TSS5695,chr1:22673463-22674134,Medtr1g053705,cluster1,107.805,64.5615,85.0663,123.805,46.8071,33.3718,108.903,-0.587409383,1.015614427,0.054423387,1.048689706,1.139526155,0.376210239,-2.850174127,-0.5135208,1.205834765,-1.191110435,0.315663192,0.656815181,0.37893854,0.259788312,0.138990939,0.587950808,0.995563901,1.226479407,1.138491526,0.136193632,-1.011600146,0.000354881,-0.385663854,-0.650628157,-0.389048186,-1.026044396,-0.496596017,-2.107748318,-0.293187222,-1.254754364,1.53067813,-0.054226942,-0.633260789,-0.16807701,1.406843018
MSTRG.1750,Medtr1g054205,A0A072VI65,A0A072VI65_MEDTR,25483534,MTR_1g054205,2819,chr1,23229599,23231785,.,+,.,peroxidase family protein,cluster2,MSTRG.1750,TSS1699,chr1:23229598-23231785,Medtr1g054205,cluster2,11.9697,13.8751,5.64591,4.07145,9.06894,14.0677,8.66931,0.1760436,-0.531350433,0.971432419,0.107217575,1.610869672,0.846538363,1.239808408,0.988433986,1.289477146,-0.437468531,-0.20885939,-0.398937564,-1.303193067,-0.788539292,-0.764166721,0.370821596,-2.001895481,-2.110066415,-1.580913417,-1.880315369,0.59100315,-0.313384318,0.411237419,0.57921521,-1.121109176,0.399575559,1.847505584,1.044337286,0.307446054,0.41805069,0.073884261,0.361793249,-0.115830039,0.055056393,-0.133718409
MSTRG.1787,Medtr1g054525,A0A072VI95,A0A072VI95_MEDTR,25483565,MTR_1g054525,2849,chr1,23595914,23596881,.,-,.,disease resistance response protein,cluster6,MSTRG.1787,TSS5729,chr1:23595913-23596881,Medtr1g054525,cluster6,18.2168,11.0023,6.14755,15.962,12.4533,16.4312,9.29548,-0.295673115,0.79847203,0.906111965,0.260425342,2.456271754,-0.08944384,0.823321095,-0.56196303,-0.054728668,-1.278988002,-0.947548131,-1.420089652,-1.17319648,-2.142639482,-1.476916512,0.408216698,0.96287081,1.15519443,0.819613954,0.031277315,-0.591634487,-0.255954042,0.927147305,0.279874254,0.077587527,-0.145163008,0.806152328,1.876335155,1.048624053,-0.424950931,-0.215883803,-1.355578339,-0.877991982,-0.227211177,-0.101941333
MSTRG.1836,Medtr1g054935,A0A072VUN2,A0A072VUN2_MEDTR,25483618,MTR_1g054935,2900,chr1,24118450,24130074,.,+,.,white-brown-complex ABC transporter family protein,cluster6,MSTRG.1836,"TSS1752,TSS1753",chr1:24118449-24130074,Medtr1g054935,cluster6,31.2096,9.88335,8.24657,18.2492,15.1104,10.0747,7.60377,1.493244197,1.062791845,2.215410646,1.613810108,1.971110976,-0.436192636,-0.64487763,-0.465009588,-0.160651825,-0.365443425,0.240621319,-0.27044137,-1.793102305,-1.124773153,-1.418635458,0.267016978,0.469501902,0.751418246,0.926071604,1.015683334,-0.714210561,0.273307315,-0.278335228,0.865271393,1.078910668,-0.993473757,-0.014658902,-0.690924635,0.131783085,-0.528716046,-1.363902319,-0.968574019,-1.073857373,-0.659836146,-0.410337242
MSTRG.1844,Medtr1g055135,A0A072VJR2,A0A072VJR2_MEDTR,25483642,MTR_1g055135,2923,chr1,24309570,24311139,.,+,.,galactose oxidase,cluster3,MSTRG.1844,TSS1765,chr1:24309569-24311139,Medtr1g055135,cluster3,1.63938,3.08377,2.59987,0.68129,1.17329,3.47877,3.10168,-0.452583962,-0.42469921,0.05592062,-0.979979982,-0.196854772,-0.092655698,1.604318496,0.664525881,0.034523705,1.280114706,0.172347473,0.391007944,0.669302916,0.70661074,0.25071594,-1.187064296,-1.482813115,-1.74624619,-1.805878945,-1.709819763,-0.855965531,-0.943333531,-0.879220115,-1.121795911,-0.689412818,0.810796005,1.337851237,1.587811432,0.271567185,0.93819809,0.994680652,0.632290106,1.185399431,-0.051814124,1.032155403
MSTRG.1848,Medtr1g055165,A0A072VJR7,A0A072VJR7_MEDTR,25483646,MTR_1g055165,2927,chr1,24339939,24341078,.,+,.,F-box protein interaction domain protein,cluster3,MSTRG.1848,"TSS1769,TSS1770",chr1:24339626-24367815,Medtr1g055165,cluster3,1.12419,2.49762,1.88015,0.400763,2.49082,3.16309,0.147141,-0.662047082,-0.05834747,-1.076839942,-0.181500142,0.445847725,0.643237312,1.151529688,0.696331932,0.357841263,0.881162589,0.26285183,-0.800290518,1.057261419,0.437298155,0.483761688,-1.078819202,-1.552765122,-1.225203733,-1.027310029,-0.616601536,0.552286853,0.675920313,0.82179049,0.924149739,0.802393533,1.250478683,1.312194626,0.86853058,0.711889333,1.344382203,-1.576482889,-1.396854965,-1.405844908,-1.463206029,-1.559026387
MSTRG.1853,Medtr1g055255,A0A072VJT8,A0A072VJT8_MEDTR,25483656,MTR_1g055255,2937,chr1,24417898,24422244,.,-,.,calcium-dependent kinase,cluster5,MSTRG.1853,TSS5784,chr1:24417897-24422244,Medtr1g055255,cluster5,1.92313,0.353737,0.0307144,2.20404,3.46077,1.4307,0.360902,0.843684065,1.100082795,0.185334406,1.103532204,-0.624541314,-0.769598597,-1.179623055,-0.486138932,-0.768874467,-0.861733298,-1.280733021,-1.362130109,-1.29540925,-1.362130109,-1.232853052,1.180856771,0.914805529,0.473598038,0.551104368,0.786068829,1.441898051,1.18773339,1.85098004,1.218322818,1.283315893,0.438118961,0.232634728,-0.225008276,-0.257058482,0.960391975,-0.923678885,-0.380795482,-0.662225472,-1.148661584,-0.931269476
MSTRG.1870,Medtr1g056550,B7FI20,B7FI20_MEDTR,11424057,MTR_1g056550,2972,chr1,24709062,24712400,.,-,.,syntaxin of plants 122 protein,cluster3,MSTRG.1870,TSS5806,chr1:24709061-24712400,Medtr1g056550,cluster3,9.48199,31.1909,43.0387,14.1691,22.8203,24.3473,29.8646,-0.846790432,-1.842517584,-1.772867451,-1.387101775,-1.516408335,0.314554623,-0.454147884,0.939406125,0.161140509,1.606864994,0.320458218,0.853605493,1.668754313,1.085771044,1.833722356,0.018356916,-0.416105783,-1.138574351,-1.024540462,-1.649812797,0.446164995,-0.233144359,0.789301186,-0.368343556,-0.553762764,0.80357292,0.216369958,-0.145432732,-0.541975396,0.407821461,0.720465581,1.268772305,0.69784489,0.172924475,-0.4343467
MSTRG.1878,Medtr1g056870,A0A072VJE0,A0A072VJE0_MEDTR,25483688,MTR_1g056870,2988,chr1,24898555,24900354,.,+,.,E3 ubiquitin-protein ligase PUB23-like protein,cluster3,MSTRG.1878,"TSS1810,TSS1811,TSS1812",chr1:24898554-24907790,"Medtr1g056870,Medtr1g056880",cluster3,0.817035,3.5514,3.43121,0.739833,1.76334,2.36228,2.77281,-1.441227466,-1.407659199,-1.530219857,0.398976327,-0.644002093,0.432248,-1.155825244,1.925762931,0.89243246,1.133619077,-0.797231222,1.194183584,1.518819409,0.144611826,1.266505738,-0.776638364,-0.3423938,-1.172494916,-0.79900117,-1.240582645,0.552388118,-0.359935496,0.580326327,-0.416996148,-0.799138173,0.68406696,1.071725955,-0.484015933,-1.354784374,0.807720695,0.479776589,0.524599555,0.526064898,1.42755251,-0.839234858
MSTRG.1893,Medtr1g057270,A0A072VIS6,A0A072VIS6_MEDTR,25483710,MTR_1g057270,3017,chr1,25169254,25170569,.,-,.,late embryogenesis abundant protein,cluster7,MSTRG.1893,TSS5832,chr1:25169253-25170569,Medtr1g057270,cluster7,47.0652,40.6865,16.4236,38.6071,38.0785,35.83,31.8189,0.304912366,0.916683252,1.003604486,1.001354868,1.121165467,0.379255224,0.998435221,1.485510195,-0.051677684,-0.860391013,-0.835130345,-2.528110745,-2.19013262,-1.851394281,-1.690695287,0.917068063,0.497206984,-0.17535409,-0.2562988,0.713463814,-0.047926322,0.045837494,0.338133185,0.018870187,1.168373864,-0.476112085,-0.327671961,1.410704833,0.467011401,-0.73822878,-0.630612333,0.185703246,-0.06462416,0.510112814,-0.759046457
MSTRG.1895,Medtr1g057400,A0A072VIT5,A0A072VIT5_MEDTR,25483720,MTR_1g057400,3027,chr1,25237296,25238191,.,-,.,harpin-induced-like protein,cluster7,MSTRG.1895,TSS5837,chr1:25237295-25238191,Medtr1g057400,cluster7,2.01135,8.04737,2.54374,1.42138,2.28079,1.73304,4.59844,-0.96693481,0.258732652,-0.029511001,-0.331718804,-0.07072557,1.770130034,-0.806377866,2.955508516,1.384199914,0.585218583,-1.253181279,-0.549523127,0.011314485,-0.57982199,1.418972385,0.104553422,-0.20322074,-0.899981209,-1.214507655,-0.826135392,-0.050676382,0.175777904,0.125944183,-0.181008918,-0.318289919,-0.868129364,-0.721297774,-0.242012312,-0.695937369,0.454718249,-0.445142336,-0.403902495,1.262807709,2.312706595,-1.162548319
MSTRG.1898,Medtr1g057460,A0A072VV17,A0A072VV17_MEDTR,25483725,MTR_1g057460,3032,chr1,25269821,25274650,.,+,.,peptide/nitrate transporter plant,cluster6,MSTRG.1898,"TSS1838,TSS1839",chr1:25269820-25274650,Medtr1g057460,cluster6,15.338,3.96253,4.8001,16.5845,10.2336,4.64404,3.19525,1.102996103,0.752565773,1.22142186,1.593592293,1.128565648,-0.339318062,-1.494551042,-0.993687841,-0.044331672,-1.007050314,0.011022007,-0.190193594,-0.604814126,-0.897983186,-0.730265649,-0.186301007,1.644079447,1.659775479,1.503121375,1.247765533,-1.143536927,0.951300185,0.555776688,0.997146268,0.807888116,-0.612483615,-0.516844241,-0.753145631,-0.039501462,-0.620327048,-1.375133818,-1.514716091,-0.85170734,-0.491535486,-0.769588625
MSTRG.1899,Medtr1g057560,A0A072VJG7,A0A072VJG7_MEDTR,25483727,MTR_1g057560,3034,chr1,25284171,25290992,.,-,.,exocyst subunit exo70 family protein,cluster6,MSTRG.1899,TSS5841,chr1:25284170-25290992,Medtr1g057560,cluster6,3.76819,2.299,0.936024,2.05232,1.60791,1.71737,1.2402,0.797767662,1.778861108,1.469366183,-0.226804063,2.66192341,-0.059895076,1.553695753,0.952027027,0.424956363,-1.165197643,-1.438133821,-0.519948969,-1.013702773,-1.230622585,-0.495772626,-1.453535648,0.199566052,0.739084915,0.965377611,0.392037385,-0.414290986,0.737500785,-0.943677482,-0.729518348,0.327442394,-0.28589177,0.559762164,0.016018552,0.591724645,-1.454540293,-1.055278951,-0.680719915,-0.55079917,-0.079254239,-0.36952765
MSTRG.1910,Medtr1g058050,A0A072VK20,A0A072VK20_MEDTR,25483757,MTR_1g058050,3063,chr1,25548137,25549599,.,-,.,MSF1 family protein,cluster7,MSTRG.1910,TSS5860,chr1:25547846-25549623,Medtr1g058050,cluster7,2.02913,0.486639,1.14805,0.820513,2.31667,0.592496,0.48341,-0.960755256,2.991663093,-0.344253611,0.264425117,-0.960755256,-0.960755256,0.349331535,-0.358689335,0.049279559,-0.780598998,0.442054557,-0.643743306,0.707462609,0.092154111,0.867395222,-0.883952303,-0.793639975,0.359933112,0.372444196,0.7466021,-0.144727823,2.291963468,-0.895258298,2.034738585,0.123583435,-0.71659609,-0.871213978,-0.960755256,-0.960755256,1.342845531,-0.696355289,0.632930619,-0.669994659,-0.715207225,-0.350799679
MSTRG.1922,Medtr1g058540,A0A072VV58,A0A072VV58_MEDTR,25483781,MTR_1g058540,3087,chr1,25796910,25798149,.,-,.,casparian strip membrane protein,cluster7,MSTRG.1922,TSS5875,chr1:25796909-25798149,Medtr1g058540,cluster7,1.08131,2.2621,0.417575,0.665514,7.68906,2.79068,2.74716,-0.456455683,-0.460398292,-0.864883548,0.457883159,-0.997906634,0.271902202,-1.236382877,0.45896634,-0.973068722,1.298520297,-0.48740184,-1.388135618,-0.991253351,-0.575729071,-1.296080814,-0.682003268,-1.096262588,-0.310545415,-0.670500815,-0.724286351,1.847490973,1.729330709,1.650520179,1.847692946,0.905088893,-0.137323185,-0.146249847,1.539780622,-0.303656077,0.476530737,0.573462115,-0.066296178,1.386946506,0.329933747,-0.909229249
MSTRG.1923,Medtr1g058560,A0A072VJL1,A0A072VJL1_MEDTR,25483783,MTR_1g058560,3089,chr1,25808737,25810191,.,-,.,casparian strip membrane protein,cluster7,MSTRG.1923,TSS5877,chr1:25808736-25810191,Medtr1g058560,cluster7,3.00471,4.85147,1.5103,1.88816,15.2638,6.74859,5.47302,-0.304994081,-0.90058086,-1.039389732,0.850453987,-1.420334911,0.25830339,-0.805061569,0.17035631,-0.620366388,1.14083424,-0.746253728,-1.752329803,-1.163323704,-0.382608342,-1.00486758,-1.430489017,-0.324749534,-0.514551724,-0.754859267,-0.963727446,1.536279035,1.810065577,1.707611927,1.723794082,1.117263209,-0.416093036,-0.24035434,1.170948204,0.447398666,1.193297562,0.539485055,0.306707507,0.595498957,0.233027156,-0.016389802
MSTRG.1924,Medtr1g058570,A0A072VKN9,A0A072VKN9_MEDTR,25483784,MTR_1g058570,3090,chr1,25815748,25816955,.,-,.,casparian strip membrane protein,cluster7,MSTRG.1924,TSS5878,chr1:25815747-25816955,Medtr1g058570,cluster7,1.98525,3.24013,1.35555,1.38457,10.1424,4.07349,3.57519,-0.594496472,-0.396340286,-1.472424707,0.700074873,-0.828275773,0.365450087,-1.104826449,0.138887844,-0.846677337,1.221931096,-0.250118426,-1.813781641,-0.221906464,-0.668309014,-1.071326751,-0.471695401,-0.558562468,-1.325721438,-0.832117577,-0.394760116,1.841884412,1.569457416,1.985692011,1.806332319,0.772056544,-0.208046442,-0.743615237,1.433693576,0.107280801,0.75017562,0.179188679,0.180996891,0.949078553,0.427911174,-0.627089898
MSTRG.1937,Medtr1g059770,A0A072VJN1,A0A072VJN1_MEDTR,25483806,MTR_1g059770,3110,chr1,26007846,26008709,.,-,.,SAUR-like auxin-responsive family protein,cluster6,MSTRG.1937,TSS5890,chr1:26007845-26008709,Medtr1g059770,cluster6,4.31179,2.57221,1.0923,1.89992,1.98447,1.98863,1.4379,0.406425732,1.426905105,2.313534739,1.621275611,1.764259745,0.111175015,1.606363869,1.239468071,0.191811066,-1.863941494,-0.182263873,-0.715723437,-1.670777049,-2.103712008,-0.569810758,0.187016627,-0.414373964,0.167273061,0.036373518,-0.389811529,0.256489893,0.518997124,0.333332108,-0.596370862,-0.702187007,-0.539807534,-0.452857736,0.627436996,0.557047831,-0.382874834,-0.51221501,-0.978341039,-0.689506078,-0.109877142,-0.490734757
MSTRG.1944,Medtr1g059890,A0A072VJN9,A0A072VJN9_MEDTR,25483815,MTR_1g059890,3119,chr1,26068301,26070163,.,+,.,hypothetical protein,cluster3,MSTRG.1944,TSS1890,chr1:26068300-26070163,Medtr1g059890,cluster3,19.0429,50.2386,95.1728,37.0757,29.1019,46.4876,73.3499,-1.34446544,-1.327511924,-1.640493003,-1.247515156,-1.917008672,0.180976059,0.30753499,0.306794536,-0.489230348,0.778960552,1.212242034,1.687388915,1.055741001,1.388803792,1.70266131,0.408299755,-0.238392271,-0.672035213,-0.646010351,-0.53729795,-1.416607691,-0.711111093,-0.44093622,-1.070355303,-0.228846728,0.561083564,0.236528963,-0.040028548,-0.745899182,0.330764832,1.531708471,0.956970313,0.981572316,0.3982028,0.687510892
MSTRG.1948,Medtr1g059960,A0A072VJP4,A0A072VJP4_MEDTR,25483819,MTR_1g059960,3123,chr1,26103090,26105962,.,-,.,eukaryotic-type carbonic anhydrase,cluster5,MSTRG.1948,"TSS5902,TSS5903",chr1:26103089-26105962,Medtr1g059960,cluster5,14.2869,3.92416,1.81309,10.5319,16.3746,4.06401,4.67352,0.993934476,1.937960337,0.823768381,1.104403113,-0.120408818,-0.438556834,-0.690787508,-0.233326135,-0.462552024,-0.852424582,-1.263023784,-0.666091118,-1.348699266,-1.973542955,-1.683614506,0.781136733,0.361139074,1.099471327,0.784696999,0.276962115,0.960299237,1.124654849,1.555760299,1.566659729,1.059456947,-0.530673544,-0.809086244,-0.535542792,-0.994484879,0.17526149,-1.179554032,-0.048018342,0.276225817,-0.533589589,-0.517813971
MSTRG.1952,Medtr1g060120,A0A072VK82,A0A072VK82_MEDTR,25483833,MTR_1g060120,3136,chr1,26175251,26175934,.,+,.,oxalate oxidase,cluster5,MSTRG.1952,TSS1899,chr1:26175250-26175934,Medtr1g060120,cluster5,81.1565,58.2911,33.8922,65.833,65.0377,105.729,45.1439,0.308247119,0.633575043,0.783005009,1.492006734,0.452856543,-0.122423937,0.401338989,0.102997562,-0.15023961,-0.92609634,-0.996867825,-1.980931651,-2.086241923,-1.047264236,-1.688158528,0.274026582,-0.093691944,-0.165118638,0.530344127,0.458869797,-0.121208489,0.286943306,0.208228598,0.268565713,0.255260314,1.380656327,0.468169853,1.730218083,2.491485608,0.77291135,-1.266524126,-0.697202491,-0.658068008,-0.610105982,-0.689562929
